old	new
f__1-14-0-20-42-13	f__Ghiorseimicrobiaceae
g__1-14-0-20-42-13	g__Ghiorseimicrobium
s__1-14-0-20-42-13 sp002796125	s__Ghiorseimicrobium undicola
o__4484-171	o__Duberdicusellales
f__B32-G15	f__Duberdicusellaceae
g__B32-G15	g__Duberdicusella
s__B32-G15 sp003644445	s__Duberdicusella sinuisediminis
o__CG1-02-43-210	o__Taenaricolales
f__CG1-02-43-210	f__Taenaricolaceae
g__CG1-02-43-210	g__Taenaricola
s__CG1-02-43-210 sp002783585	s__Taenaricola geyseris
f__UBA6249	f__Profunditerraquicolaceae
g__GCA-002774445	g__Sherwoodlollariibacterium
s__GCA-002774445 sp002774445	s__Sherwoodlollariibacterium unditelluris
g__SURF-18	g__Profunditerraquicola
s__SURF-18 sp003598025	s__Profunditerraquicola sanfordiae
g__UBA5776	g__Undivivens
s__UBA5776 sp002418595	s__Undivivens industriae
s__UBA5776 sp011620275	s__Undivivens sp011620275
o__NDHX01	o__Velesiimonadales
f__NDHX01	f__Velesiimonadaceae
g__NDHX01	g__Velesiimonas
s__NDHX01 sp013626165	s__Velesiimonas alkalicola
o__UBA10015	o__Zapsychrales
f__GCA-002753745	f__Fredricksoniimonadaceae
s__CAJARJ01 sp013335325	s__JAAXVU01 sp013335325
g__GCA-2753465	g__Fredricksoniimonas
s__GCA-2753465 sp002753465	s__Fredricksoniimonas sp002753465
s__GCA-2753465 sp903836515	s__Fredricksoniimonas sp903836515
s__GCA-2753465 sp903860135	s__Fredricksoniimonas aquilentivivens
s__GCA-2753465 sp903861305	s__Fredricksoniimonas sp903861305
s__GCA-2753465 sp903901225	s__Fredricksoniimonas borealis
s__GCA-2753465 sp903959815	s__Fredricksoniimonas sp903959815
f__Kpj58rc	f__GWA2-47-8
g__UBA12451	g__Zapsychrus
s__UBA12451 sp001805965	s__Zapsychrus unditaenarius
g__B134-G9	g__Makaraimicrobium
s__B134-G9 sp003644505	s__Makaraimicrobium thalassicum
o__UBA1560_A	o__UBA1560
f__0-14-0-80-42-15	f__Aquitaenariimonadaceae
g__0-14-0-80-42-15	g__Aquitaenariimonas
s__0-14-0-80-42-15 sp002780005	s__Aquitaenariimonas noxiae
o__UBA1572	o__Velamenicoccales
f__UBA1572	f__Velamenicoccaceae
g__UM-FILTER-44-12	g__Phelpsiimicrobium
s__UM-FILTER-44-12 sp001873995	s__Phelpsiimicrobium noxiivivens
g__Vampirococcus	g__Velamenicoccus
s__Vampirococcus archaeovorus	s__Velamenicoccus archaeovorus
s__Vampirococcus sp002421805	s__Velamenicoccus sp002421805
o__UBA6215	o__Pluralincolimonadales
f__UBA6215	f__Pluralincolimonadaceae
g__2-02-FULL-50-19	g__Pluralincolimonas
s__2-02-FULL-50-19 sp001805885	s__Pluralincolimonas sp001805885
s__2-02-FULL-50-19 sp003141835	s__Pluralincolimonas frigidipaludosa
s__2-02-FULL-50-19 sp903889135	s__Pluralincolimonas sp903889135
o__UBA9649	o__Aquiviventales
f__UBA9649	f__Aquiviventaceae
g__UBA9649	g__Aquivivens
s__UBA9649 sp001804415	s__Aquivivens invisus
f__01-FULL-45-10b	f__Danuiimicrobiaceae
f__1-14-0-20-45-26	f__Abzuiibacteriaceae
g__1-14-0-20-45-26	g__Abzuiibacterium
s__1-14-0-20-45-26 sp002787155	s__Abzuiibacterium crystallinum
f__2-12-FULL-44-17	f__Danuiimicrobiaceae
g__2-12-FULL-44-17	g__Danuiimicrobium
s__2-12-FULL-44-17 sp001804285	s__Danuiimicrobium aquiferis
f__GWA2-52-8	f__Aquincolibacteriaceae
g__SICL01	g__Taenariivivens
s__SICL01 sp009691445	s__Taenariivivens baikalensis
f__UBA2337	f__Aquincolibacteriaceae
g__CAIJHQ01	g__Pegaeibacterium
s__CAIJHQ01 sp903819565	s__Pegaeibacterium sp903819565
s__CAIJHQ01 sp903820505	s__Pegaeibacterium caenilacustre
g__UBA2337	g__Multiplicimicrobium
s__UBA2337 sp002344825	s__Multiplicimicrobium inquinatum
g__XYB12-FULL-50-7	g__Aquincolibacterium
s__XYB12-FULL-50-7 sp001804345	s__Aquincolibacterium sp001804345
s__XYB12-FULL-50-7 sp003140935	s__Aquincolibacterium sp003140935
s__XYB12-FULL-50-7 sp903856085	s__Aquincolibacterium lacustre
s__XYB12-FULL-50-7 sp903884815	s__Aquincolibacterium aerophilum
g__CAIQRY01	g__UBA12465
s__CAIQRY01 sp903874345	s__UBA12465 sp903874345
g__CAIVBF01	g__UBA12465
s__CAIVBF01 sp903904095	s__UBA12465 sp903904095
g__CAJAVM01	g__UBA12465
s__CAJAVM01 sp903857815	s__UBA12465 sp903857815
s__CAJAVM01 sp903945435	s__UBA12465 sp903945435
g__JAACPL01	g__UBA12465
s__JAACPL01 sp009995495	s__UBA12465 sp009995495
g__JAAZJO01	g__UBA12465
s__JAAZJO01 sp012800315	s__UBA12465 sp012800315
g__VFKX01	g__UBA12465
s__VFKX01 sp009885285	s__UBA12465 sp009885285
s__CAIKOH01 sp009691315	s__VGLT01 sp009691315
s__SZUA-46 sp903893445	s__JAGOQX01 sp903893445
s__GWA2-47-26 sp001790815	s__MGDU01 sp001790815
s__UBA12478 sp003485135	s__UBA12478 sp000993535
g__4787	g__UBA4787
s__4787 sp002402995	s__UBA4787 sp002402995
s__UBA3081 sp012800885	s__JAAZIL01 sp012800885
s__PALSA-1336 sp013387205	s__AMAZON01 sp013387205
s__PALSA-1336 sp903908535	s__CAIVSE01 sp903908535
f__X112	f__Absconditicoccaceae
g__UBA5194	g__Altimarinus
s__UBA5194 sp002412935	s__Altimarinus sp002412935
s__UBA5194 sp010119095	s__Altimarinus sp010119095
g__2-01-FULL-39-12-A	g__MFDM01
s__2-01-FULL-39-12-A sp001776905	s__MFDM01 sp001776905
f__UBA9337-A	f__UBA9337
f__RBG-13-42-11_A	f__RBG-13-42-11
f__GCA-002785045	f__GWB1-50-10
f__UBA11359_A	f__DSPV01
g__UBA918	g__OLB19
s__UBA918 sp001779595	s__OLB19 sp001779595
s__UBA918 sp001783525	s__OLB19 sp001783525
s__UBA918 sp002293845	s__OLB19 sp002293845
s__UBA918 sp002422025	s__OLB19 sp002422025
s__UBA6899 sp000999395	s__MHLP01 sp000999395
s__UBA6899 sp001819095	s__MHLP01 sp001819095
s__UBA6899 sp001821395	s__MHLP01 sp001821395
s__UBA6899 sp001821435	s__MHLP01 sp001821435
s__UBA6899 sp002429425	s__MHLP01 sp002429425
s__MFUC01 sp903869875	s__CAIQAW01 sp903869875
f__UBA9973_A	f__UBA9973
f__UBA9973_B	f__UBA9973
f__Zambryskibacteraceae_A	f__1-14-0-10-42-12
o__WO2-41-13	o__UBA9983
g__JACDEK01	g__CAILAD01
s__JACDEK01 sp013816445	s__CAILAD01 sp013816445
s__AWTP1-31 sp903946795	s__CAJAXB01 sp903946795
s__CAIOMD01 sp903853925	s__CAIOMD01 sp903880655
s__CAIOMD01 sp903920345	s__CAIOMD01 sp903880655
g__AMD01	g__Chaera
s__AMD01 sp004100265	s__Chaera renei
g__RZZT01	g__Nanogingivalis
s__RZZT01 sp010014525	s__Nanogingivalis sp010014525
g__TM7x	g__Nanosynbacter
s__TM7x sp000803625	s__Nanosynbacter lyticus
s__TM7x sp002421965	s__Nanosynbacter sp002421965
s__TM7x sp005697215	s__Nanosynbacter sp005697215
s__TM7x sp005697565	s__Nanosynbacter featherlites
s__TM7x sp007845355	s__Nanosynbacter sp007845355
s__TM7x sp010202115	s__Nanosynbacter sp010202115
s__TM7x sp010202465	s__Nanosynbacter sp010202465
s__TM7x sp010202645	s__Nanosynbacter sp010202645
s__TM7x sp010202845	s__Nanosynbacter sp010202845
s__TM7x sp013099015	s__Nanosynbacter sp013099015
s__TM7x sp013099195	s__Nanosynbacter sp013099195
s__TM7x sp013100805	s__Nanosynbacter sp013100805
s__TM7x sp013100825	s__Nanosynbacter sp013100825
s__TM7x sp013333495	s__VGLK01 sp013333495
s__TM7x sp013333695	s__Nanosynbacter sp013333695
s__TM7x sp900555265	s__Nanosynbacter sp900555265
s__TM7x sp900555425	s__Nanosynbacter sp900555425
s__TM7x sp900555675	s__Nanosynbacter sp900555675
s__TM7x sp900555885	s__Nanosynbacter sp900555885
s__TM7x sp900556355	s__Nanosynbacter sp900556355
s__TM7x sp900556885	s__Nanosynbacter sp900556885
s__TM7x sp900557595	s__Nanosynbacter sp900557595
g__UBA1103	g__Nanoperiomorbus
s__UBA1103 sp002313515	s__Nanoperiomorbus sp002313515
s__UBA1103 sp004136275	s__Nanoperiomorbus sp004136275
s__UBA1103 sp004138455	s__Nanoperiomorbus periodonticus
s__UBA1103 sp013333515	s__Nanoperiomorbus sp013333515
g__UBA2866	g__Nanosyncoccus
s__UBA2866 sp002309075	s__Nanosyncoccus sp002309075
s__UBA2866 sp002315165	s__Nanosyncoccus sp002315165
s__UBA2866 sp002350545	s__Nanosyncoccus sp002350545
s__UBA2866 sp002363125	s__Nanosyncoccus sp002363125
s__UBA2866 sp002371235	s__Nanosyncoccus sp002371235
s__UBA2866 sp002393165	s__Nanosyncoccus sp002393165
s__UBA2866 sp003979185	s__Nanosyncoccus sp003979185
s__UBA2866 sp004138395	s__Nanosyncoccus alces
s__UBA2866 sp004138405	s__Nanosyncoccus nanoralicus
s__UBA2866 sp007845165	s__Nanosyncoccus sp007845165
s__UBA2866 sp013316435	s__Nanosyncoccus sp013316435
s__UBA2866 sp013332955	s__Nanosyncoccus sp013332955
s__UBA2866 sp013332965	s__Nanosyncoccus sp013332965
s__UBA2866 sp013333135	s__Nanosyncoccus sp013333135
s__UBA2866 sp013333375	s__Nanosyncoccus sp013333375
s__UBA2866 sp902761145	s__Nanosyncoccus sp902761145
g__UBA6175	g__Microsaccharimonas
s__UBA6175 sp001897295	s__Microsaccharimonas sp001897295
s__UBA6175 sp001897305	s__Microsaccharimonas sp001897305
s__UBA6175 sp002381485	s__Microsaccharimonas sp002381485
s__UBA6175 sp002422915	s__Microsaccharimonas sp002422915
s__UBA6175 sp002429245	s__Microsaccharimonas sp002429245
s__UBA6175 sp002726935	s__Microsaccharimonas sp002726935
s__UBA6175 sp003545655	s__Microsaccharimonas sp003545655
s__UBA6175 sp004100325	s__Microsaccharimonas sossegonensis
s__UBA6175 sp009992235	s__Microsaccharimonas sp009992235
g__UMGS1907	g__Nanogingivalis
s__UMGS1907 sp004151455	s__Nanogingivalis gingivitcus
s__UMGS1907 sp013333405	s__Nanogingivalis sp013333405
s__UMGS1907 sp900555945	s__Nanogingivalis sp900555945
s__UMGS1907 sp900556165	s__Nanogingivalis sp900556165
s__UBA5150 sp003133385	s__PKXF01 sp003133385
s__UBA5150 sp003153395	s__PLYP01 sp003153395
c__Brocadiae	c__Brocadiia
s__Kuenenia stuttgartiensis	s__Kuenenia stuttgartiensis_A
g__DRGJ01	g__Scalindua_A
s__DRGJ01 sp008636105	s__Scalindua_A sediminis
s__DRGJ01 sp011050115	s__Scalindua_A sediminis
s__Scalindua rubra_A	s__Scalindua rubra
s__Scalindua rubra_B	s__Scalindua brodae
c__J132	c__Uabimicrobiia
o__SRT547	o__Uabimicrobiales
f__SRT547	f__JABWCH01
g__SRT547	g__Uabimicrobium
s__SRT547 sp009002475	s__Uabimicrobium amorphum
g__JABWAY01	g__WSZJ01
s__JABWAY01 sp013360825	s__WSZJ01 sp013360825
g__KS4	g__Poriferisphaera
s__KS4 sp007747445	s__Poriferisphaera corsica
g__Pan265	g__Mucisphaera
s__Pan265 sp007748075	s__Mucisphaera calidilacus
f__Anaerohalophaeraceae	f__Anaerohalosphaeraceae
o__UBA1161	o__Tepidisphaerales
f__UBA1161	f__Tepidisphaeraceae
c__Planctomycetes	c__Planctomycetia
g__F1-60-MAGs120	g__SIAQ01
s__F1-60-MAGs120 sp005799265	s__SIAQ01 sp005799265
s__Gemmata sp013128195	s__Gemmata tundricola
g__JACEFB01	g__Thermogemmata
s__JACEFB01 sp013694095	s__Thermogemmata fonticola
g__PALSA-1347	g__Urbifossiella
s__PALSA-1347 sp003136315	s__Urbifossiella sp003136315
s__PALSA-1347 sp007747215	s__Urbifossiella limnaea
g__SHZY01	g__SIAQ01
s__SHZY01 sp009692065	s__SIAQ01 sp009692065
s__Paludisphaera sp011064595	s__Paludisphaera soli
s__Paludisphaera sp011065895	s__Paludisphaera rhizosphaerae
s__Tautonia sp007752535	s__Tautonia plasticadhaerens
s__Tautonia sp009177065	s__Tautonia marina
s__Tautonia sp014154995	s__Tautonia rosea
f__Ga0077529	f__Lacipirellulaceae
s__Bythopirellula goksoyri	s__Bythopirellula goksoeyrii
s__Bythopirellula sp007860015	s__Bythopirellula polymerisocia
g__HG15A2	g__Adhaeretor
s__HG15A2 sp007741515	s__Adhaeretor mobilis
g__KOR34	g__Posidoniimonas
s__KOR34 sp007859765	s__Posidoniimonas corsicana
s__KOR34 sp007859935	s__Posidoniimonas polymericola
s__Lacipirellula sp007746075	s__Lacipirellula limnantheis
g__Pla111	g__Botrimarina
s__Pla111 sp007745835	s__Botrimarina sp007745835
s__Pla111 sp007753455	s__Botrimarina mediterranea
s__Pla111 sp007859815	s__Botrimarina hoheduenensis
s__Pla111 sp007859945	s__Pseudobythopirellula maris
s__Pla111 sp007859955	s__Botrimarina colliarenosi
g__Pla175	g__Pirellulimonas
s__Pla175 sp007750855	s__Pirellulimonas nuda
g__SZUA-42	g__Aeoliella
s__SZUA-42 sp003233055	s__Aeoliella sp003233055
s__SZUA-42 sp007748035	s__Aeoliella mucimassa
s__Bremerella sp013618625	s__Bremerella alba
s__Crateriforma sp007860215	s__Crateriforma spongiae
g__ETA-A8	g__Anatilimnocola
s__ETA-A8 sp007747655	s__Anatilimnocola aggregata
g__JC640	g__Laterigemmans
s__JC640 sp010367455	s__Laterigemmans baculatus
g__Pla85-3-4	g__Lignipirellula
s__Pla85-3-4 sp007751035	s__Lignipirellula cremea
g__Poly24	g__Rosistilla
s__Poly24 sp007741475	s__Rosistilla ulvae
s__Poly24 sp007751715	s__Rosistilla oblonga
s__Poly24 sp007753095	s__Rosistilla carotiformis
s__Rhodopirellula sp007859915	s__Rhodopirellula pilleata
g__Rhodopirellula_A	g__Novipirellula
s__Rhodopirellula_A maiorica	s__Novipirellula maiorica
s__Rhodopirellula_A sp007859835	s__Novipirellula sp007859835
s__Rhodopirellula_A sp007860095	s__Novipirellula galeiformis
s__Rhodopirellula_A sp007860135	s__Novipirellula artificiosorum
s__Rhodopirellula_A sp007860185	s__Novipirellula aureliae
g__Rhodopirellula_B	g__Stieleria
s__Rhodopirellula_B baltica_A	s__Stieleria baltica_A
s__Rhodopirellula_B sp002167455	s__Stieleria sp002167455
s__Rhodopirellula_B sp002289565	s__Stieleria sp002289565
s__Rhodopirellula_B sp007753675	s__Stieleria sp007753675
s__Rhodopirellula_B sp007754155	s__Stieleria neptunia
s__Rhodopirellula_B sp007860045	s__Stieleria varia
s__Rhodopirellula_B sp008035925	s__Stieleria maiorica
s__Rhodopirellula_B sp008312935	s__Stieleria lacunae
s__Rhodopirellula_B sp008629675	s__Stieleria nitratireducens
s__Rhodopirellula_B sp014154935	s__Stieleria sp014154935
s__Roseimaritima sp007741495	s__Roseimaritima multifibrata
s__Roseimaritima sp009618275	s__Roseimaritima sediminicola
s__Rubripirellula sp007741535	s__Rubripirellula lacrimiformis
g__UBA11363	g__Aureliella
s__UBA11363 sp002862265	s__Aureliella sp002862265
s__UBA11363 sp003695565	s__Aureliella sp003695565
s__UBA11363 sp005798335	s__Aureliella sp005798335
s__UBA11363 sp007752135	s__Aureliella helgolandensis
f__UBA11386	f__Thermoguttaceae
s__PWXP01 sp003563515	s__PWXP01 sp007127495
s__F1-20-MAGs016 sp003669605	s__QWOP01 sp003669605
s__F1-20-MAGs016 sp009691925	s__QWOP01 sp009691925
s__F1-20-MAGs016 sp903885565	s__CAISJI01 sp903885565
s__F1-20-MAGs016 sp903885855	s__QWOP01 sp903885855
s__F1-20-MAGs016 sp903949225	s__QWOP01 sp903949225
s__F1-20-MAGs016 sp903951635	s__QWOP01 sp903951635
s__UBA1268 sp002171115	s__UBA1268 sp016776925
s__UBA1268 sp002712395	s__UBA1268 sp016776925
s__UBA1268 sp002862175	s__UBA1268 sp016776925
f__CA54	f__Planctomycetaceae
g__CA54	g__Symmachiella
s__CA54 sp007747995	s__Symmachiella dynata
s__CA54 sp007860075	s__Symmachiella macrocystis
g__Fuerstia	g__Fuerstiella
s__Fuerstia marisgermanicae	s__Fuerstiella marisgermanici
s__Fuerstia sp014238335	s__Fuerstiella sp014238335
s__Gimesia sp002724985	s__Gimesia benthica
s__Gimesia sp007744675	s__Gimesia alba
s__Gimesia sp007746795	s__Gimesia algae
s__Gimesia sp007748015	s__Gimesia panareensis
s__Gimesia sp007748135	s__Gimesia chilikensis
s__Gimesia sp007748195	s__Gimesia aquarii
s__Gimesia sp007754425	s__Gimesia fumaroli
g__JC658	g__Thalassoroseus
s__JC658 sp011634775	s__Thalassoroseus pseudoceratinae
g__KOR42	g__Thalassoglobus
s__KOR42 sp007744255	s__Thalassoglobus polymorphus
s__KOR42 sp007859735	s__Thalassoglobus neptunius
g__Mal4	g__Maioricimonas
s__Mal4 sp007747795	s__Maioricimonas rarisocia
g__Pan189	g__Calycomorphotria
s__Pan189 sp007744515	s__Calycomorphotria sp007744515
s__Pan189 sp007745435	s__Calycomorphotria hydatis
g__Pan44	g__Caulifigura
s__Pan44 sp007745175	s__Caulifigura coniformis
g__Planctomyces_B	g__Polystyrenella
s__Planctomyces_B sp002702685	s__Polystyrenella sp002702685
s__Planctomyces_B sp007750395	s__Polystyrenella longa
f__UBA10511	f__Planctomycetaceae
s__UBA8108 sp003509045	s__UBA8108 sp002708465
s__UBA9662 sp002690165	s__UBA9662 sp002697225
p__Proteobacteria	p__Pseudomonadota
o__1604HC	o__Rickettsiales_A
s__Acetobacter sp011516735	s__Acetobacter fallax
s__Acetobacter sp011516755	s__Acetobacter conturbans
s__Bombella sp014048465	s__Bombella mellum
s__Bombella sp014048475	s__Bombella favorum
g__CAIMSN01	g__Lichenicola
s__CAIMSN01 sp013201075	s__Lichenicola cladoniae
s__CAIMSN01 sp903844135	s__Lichenicola sp903844135
s__Gluconacetobacter sp014174165	s__Gluconacetobacter dulcium
s__Gluconobacter morbifer	s__Gluconobacter_C morbifer
s__Gluconobacter oxydans_B	s__Gluconobacter potus
s__Gluconobacter sp009547075	s__Gluconobacter aidae
s__Komagataeibacter cocois	s__Novacetimonas cocois
s__Komagataeibacter entanii	s__Novacetimonas entanii
s__Komagataeibacter hansenii	s__Novacetimonas hansenii
s__Komagataeibacter maltaceti	s__Novacetimonas maltaceti
s__Oecophyllibacter sp004843165	s__G004843345 sp004843165
s__Oecophyllibacter sp004843345	s__G004843345 sp004843345
s__Oecophyllibacter sp006542395	s__Formicincola oecophyllae
s__Rhodovarius sp004005855	s__Rhodovarius crocodyli
s__Roseomonas aerophila	s__Roseomonas_D aerophila
s__Roseomonas aestuarii	s__Roseomonas_D aestuarii
s__Roseomonas cervicalis	s__Roseomonas_D cervicalis
s__Roseomonas deserti	s__Roseomonas_D deserti
s__Roseomonas deserti_A	s__Roseomonas harenae
s__Roseomonas ludipueritiae	s__Roseomonas_D ludipueritiae
s__Roseomonas oryzae	s__Roseomonas_D oryzae
s__Roseomonas rhizosphaerae	s__Roseomonas_D rhizosphaerae
s__Roseomonas sp000245075	s__Roseomonas_D sp000245075
s__Roseomonas sp003696345	s__Roseomonas_D wenyumeiae
s__Roseomonas sp009829925	s__Roseomonas_D coralli
s__Roseomonas sp902706185	s__Roseomonas_D sp902706185
s__Roseomonas vastitatis	s__Roseomonas_D vastitatis
g__Roseomonas_A	g__Falsiroseomonas
s__Roseomonas_A frigidaquae	s__Falsiroseomonas frigidaquae
s__Roseomonas_A sp003173615	s__Falsiroseomonas bella
s__Roseomonas_A sp005222815	s__Falsiroseomonas sp005222815
s__Roseomonas_A sp011040385	s__Falsiroseomonas algicola
s__Roseomonas_A sp012103215	s__Falsiroseomonas selenitidurans
s__Roseomonas_A stagni	s__Falsiroseomonas stagni
s__Siccirubricoccus sp008360935	s__Siccirubricoccus phaeus
g__VCDI01	g__Lichenicoccus
s__VCDI01 sp005844085	s__Lichenicoccus roseus
s__Azospirillum brasilense_A	s__Azospirillum tabaci
s__Azospirillum genomospecies	s__Azospirillum sp008365375
s__Azospirillum lipoferum_A	s__Azospirillum agricola
s__Azospirillum sp003590795	s__Azospirillum cavernae
s__Azospirillum sp003966125	s__Azospirillum griseum
s__Azospirillum sp013423495	s__Azospirillum oleiclasticum
g__Rhodocista	g__Aerophototrophica
s__Rhodocista sp001939945	s__Aerophototrophica crusticola
o__Azospirillales_A	o__BOG-932
s__SBBV01 thessalonicensis_A	s__SBBV01 sp005240015
s__Brevundimonas sp003248925	s__Brevundimonas albigilva
s__Brevundimonas sp003704105	s__Brevundimonas lutea
s__Caulobacter sp000799245	s__Caulobacter sp001425745
s__Caulobacter sp003116815	s__Caulobacter endophyticus
s__Caulobacter sp011045195	s__Caulobacter soli
s__Caulobacter sp903889785	s__CAISYT01 sp903889785
s__Phenylobacterium sp003150835	s__Phenylobacterium parvum
s__Phenylobacterium sp003254475	s__Phenylobacterium soli
s__Henriciella sp003576285	s__Henriciella mobilis
s__Hyphomonas neptunium	s__Hyphomonas neptunia
g__Phycosocius	g__Aquidulcibacter
s__Phycosocius bacilliformis	s__Aquidulcibacter bacilliformis
g__Terricaulis	g__Vitreimonas
s__Terricaulis silvestris	s__Vitreimonas silvestris
s__Terricaulis sp000974665	s__Vitreimonas sp000974665
s__Terricaulis sp001464425	s__Vitreimonas sp001464425
s__Terricaulis sp001679665	s__Vitreimonas manganicus
s__Terricaulis sp002083515	s__Vitreimonas sp002083515
s__Terricaulis sp002343395	s__Vitreimonas sp002343395
s__Terricaulis sp003242075	s__Vitreimonas sp003242075
s__Terricaulis sp003526465	s__Vitreimonas sp003526465
s__Terricaulis sp004634425	s__Vitreimonas flagellata
s__Terricaulis sp014378995	s__Vitreimonas sp014378995
s__Terricaulis sp900696695	s__Vitreimonas sp900696695
s__Terricaulis sp902826035	s__Vitreimonas sp902826035
s__Terricaulis sp902826145	s__Vitreimonas sp902826145
s__Terricaulis sp902826245	s__Vitreimonas sp902826245
g__UBA1942	g__Pseudaquidulcibacter
s__UBA1942 sp002336965	s__Pseudaquidulcibacter saccharophilus
s__UBA1942 sp002337085	s__Pseudaquidulcibacter sp002337085
s__UBA1942 sp009773395	s__Pseudaquidulcibacter sp009773395
g__Algimonas	g__Litorimonas
s__Algimonas arctica	s__Litorimonas arctica
s__Glycocaulis sp000744995	s__Glycocaulis sp001314625
g__Litorimonas_A	g__Litorimonas
s__Litorimonas_A cladophorae	s__Litorimonas cladophorae
s__Maricaulis sp005871165	s__Maricaulis alexandrii
s__Oceanicaulis sp008630495	s__Oceanicaulis satelles
g__WD6-1	g__Maricicauda_A
s__WD6-1 sp003122085	s__Maricicauda_A salina
s__Aquisalinus flavus_A	s__Aquisalinus luteolus
s__Parvularcula sp003399445	s__Parvularcula marina
s__Parvularcula sp013085255	s__Parvularcula mediterranea
s__AG-337-I02 sp003215235	s__AG-337-I02 sp902554185
s__AG-337-I02 sp902543005	s__AG-337-I02 sp902580765
s__AG-337-I02 sp902577865	s__AG-337-I02 sp902603095
s__AG-337-I02 sp902616545	s__AG-337-I02 sp902616075
s__HIMB59 sp002690585	s__HIMB59 sp902557145
s__HIMB59 sp902524785	s__HIMB59 sp902615815
s__HIMB59 sp902536405	s__HIMB59 sp902615815
s__HIMB59 sp902540985	s__HIMB59 sp902615815
g__HHTR118	g__Algihabitans
s__HHTR118 sp003572205	s__Algihabitans albus
s__HHTR118 sp006969625	s__Algihabitans sp006969625
g__GCA-2689465	g__UBA830
s__GCA-2689465 sp002689465	s__UBA830 sp002689465
g__JAACQG01	g__TMED27
s__JAACQG01 sp009995045	s__TMED27 sp009995045
g__UBA6139	g__Micavibrio
s__UBA6139 sp002423285	s__Micavibrio sp002423285
o__Micavibrionales_A	o__UBA9219
s__JABDFY01 sp009779745	s__CAIXLI01 sp009779745
s__JABDFY01 sp013289265	s__JAATFY01 sp013289265
